self_employed,num_employees,tech_company,role,mental_health_benefits,knowledge_of_mental_healthcare_coverage,employer_discussed_mental_health,employer_offer_resources,anonymity_protected,asking_for_leave,discuss_mental_health_disorder_with_employer,believe_negative_consequences_of_employer_discussion,discuss_mental_health_disorder_with_coworkers,discuss_mental_health_disorder_with_supervisor,employer_mental_health_serious,negative_consequences_at_work,medical_coverage,know_of_resources_for_help,reveal_diagnosis_with_collegues,negative_impact_of_revealing_diagnosis,productivity_affected_mental_health,percentage_work_time_affected,discuss_physical_health_potential_employer,discuss_mental_health_potential_employer,hurt_career,believe_negative_view_from_collegues,share_with_friends_family,bad_response_to_mental_health_at_work,family_history,had_disorder_in_past,have_disorder,been_diagnosed,sought_treatment,interferes_with_work_if_treated_effectively,age,gender,work_remotely
1,,,,,,,,,,,,,,,,0,I know some,"No, because it would impact me negatively",N/A,Yes,51-75%,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,No,Yes,Maybe,Yes,1,Often,31,m,Always
0,26-100,1,,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,No,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Maybe,No,1,Sometimes,39,f,Never
0,More than 1000,1,,Yes,Yes,No,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,No,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,No,Yes,Yes,1,Sometimes,34,Female,Always
0,6-25,1,,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,Yes,No,,,,,,,No,No,"Yes, I think it would","No, I don't think they would",Somewhat not open,No,No,Yes,Yes,Yes,1,Rarely,30,Male,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","Sometimes, if it comes up",No,Yes,1-25%,Yes,Yes,"No, I don't think it would","No, I don't think they would",Somewhat open,No,I don't know,Yes,Yes,Yes,1,Rarely,30,male,Never
0,100-500,0,0,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,,,,,,,Yes,Yes,Maybe,Maybe,Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,Maybe,No,0,Not applicable to me,31,Male,Sometimes
0,26-100,1,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,No,Maybe,"No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,30,M,Always
0,More than 1000,1,,Yes,I am not sure,No,I don't know,I don't know,Somewhat difficult,Yes,No,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Somewhat open,No,Yes,Maybe,Maybe,No,0,Not applicable to me,32,Male,Sometimes
1,,,,,,,,,,,,,,,,1,"No, I don't know any","No, because it doesn't matter",I'm not sure,Yes,76-100%,Maybe,Maybe,"Yes, it has","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,No,No,No,1,Never,22,Male,Sometimes
1,,,,,,,,,,,,,,,,0,I know some,"No, because it would impact me negatively",I'm not sure,Yes,26-50%,Maybe,Yes,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,0,Sometimes,37,Female,Always
0,26-100,0,1,Yes,Yes,No,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,51,Male,Sometimes
0,26-100,0,1,I don't know,No,No,No,I don't know,I don't know,No,No,Maybe,Yes,I don't know,No,,,,,,,Maybe,Maybe,"No, it has not",Maybe,Very open,No,Yes,Yes,Yes,Yes,1,Rarely,26,Male,Sometimes
0,26-100,1,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,No,Maybe,"No, I don't think they would",Very open,"Yes, I observed",Yes,Yes,No,Yes,1,Never,41,f,Sometimes
0,100-500,1,,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Never,39,F,Sometimes
0,6-25,1,,Yes,No,No,No,No,Neither easy nor difficult,Maybe,No,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,Maybe/Not sure,Yes,Yes,Maybe,Yes,1,Rarely,43,M,Sometimes
0,500-1000,1,,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Yes,Yes,I don't know,No,,,,,,,Yes,Yes,Maybe,"No, I don't think they would",Very open,No,Yes,No,Maybe,No,0,Rarely,30,M,Sometimes
0,26-100,1,,Yes,Yes,Yes,I don't know,I don't know,Very easy,No,No,Maybe,Yes,Yes,No,,,,,,,Maybe,No,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,I don't know,No,No,No,0,Not applicable to me,24,Female,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","No, because it would impact me negatively",N/A,Yes,76-100%,Maybe,No,Maybe,Maybe,Somewhat open,N/A,No,Yes,Yes,Yes,1,Not applicable to me,30,m,Sometimes
0,26-100,0,1,No,Yes,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would","No, I don't think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,28,Cis female ,Sometimes
1,,,,,,,,,,,,,,,,0,I know some,"No, because it would impact me negatively",N/A,Yes,1-25%,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",I don't know,Yes,Yes,Yes,1,Rarely,48,Female,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several",Not applicable to me,N/A,Yes,26-50%,Maybe,Maybe,Maybe,Maybe,Somewhat open,"Yes, I observed",Yes,Maybe,Maybe,No,1,Sometimes,55,Female,Always
0,1-5,0,1,I don't know,No,Yes,No,I don't know,Very difficult,Yes,Maybe,Yes,No,I don't know,No,,,,,,,Maybe,No,Maybe,Maybe,Somewhat open,"Yes, I observed",I don't know,Maybe,Maybe,No,1,Not applicable to me,36,F,Sometimes
1,,,,,,,,,,,,,,,,0,I know some,Not applicable to me,N/A,Not applicable to me,,Yes,Yes,Maybe,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,38,Male,Sometimes
0,100-500,1,,I don't know,No,I don't know,I don't know,I don't know,Very easy,Maybe,Maybe,Yes,Yes,I don't know,No,,,,,,,No,Maybe,Maybe,"No, I don't think they would",Very open,No,No,No,No,No,0,Not applicable to me,34,Male,Sometimes
0,26-100,1,,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,Maybe,Yes,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Neutral,No,No,No,No,No,0,Not applicable to me,44,Female,Sometimes
0,More than 1000,0,1,I don't know,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,Maybe,No,Maybe,I don't know,No,,,,,,,No,No,Maybe,Maybe,Somewhat open,No,I don't know,Yes,Maybe,Yes,1,Rarely,45,Male,Sometimes
0,6-25,1,,Yes,No,No,I don't know,I don't know,Somewhat difficult,Yes,Maybe,Maybe,No,No,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",I don't know,Yes,Maybe,Yes,1,Rarely,45,M,Sometimes
0,500-1000,1,,No,I am not sure,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,Yes,No,No,,,,,,,Yes,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Never,30,male,Sometimes
0,More than 1000,0,1,Yes,No,No,Yes,Yes,I don't know,Maybe,No,Maybe,Yes,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Neutral,"Yes, I observed",I don't know,Yes,Yes,Yes,1,Rarely,34,Male,Sometimes
0,More than 1000,1,,I don't know,No,Yes,I don't know,I don't know,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No,,,,,,,No,No,"No, I don't think it would","No, I don't think they would",Somewhat open,Maybe/Not sure,Yes,No,No,No,0,Not applicable to me,37,Male,Sometimes
0,More than 1000,0,1,Yes,I am not sure,No,I don't know,Yes,I don't know,Maybe,No,No,Maybe,I don't know,No,,,,,,,Maybe,Maybe,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,38,Male,Sometimes
0,26-100,1,,Yes,No,No,I don't know,I don't know,I don't know,No,No,No,Maybe,Yes,No,,,,,,,Maybe,No,Maybe,Maybe,Neutral,No,No,No,Maybe,Yes,1,Rarely,31,Male,Sometimes
0,26-100,1,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,,,,,,,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,33,Male,Always
0,100-500,1,,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Yes,No,No,No,No,No,,,,,,,Maybe,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,I don't know,Yes,Yes,Yes,1,Rarely,29,female,Sometimes
0,100-500,1,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,I don't know,No,,,,,,,Yes,Maybe,Maybe,"No, I don't think they would",Very open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,35,M,Sometimes
0,1-5,1,,No,Yes,No,No,No,Very difficult,Maybe,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Sometimes,42,"Transitioned, M2F",Always
0,26-100,1,,I don't know,No,No,I don't know,I don't know,I don't know,Yes,Maybe,No,Maybe,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,I don't know,No,No,No,0,Not applicable to me,26,Female,Sometimes
0,500-1000,1,,Yes,No,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,Yes,No,,,,,,,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Maybe,Maybe,Yes,1,Sometimes,36,f,Always
0,26-100,1,,I don't know,I am not sure,I don't know,No,I don't know,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,Yes,Yes,Yes,Yes,1,Sometimes,21,male,Never
0,26-100,1,,Yes,I am not sure,No,No,No,Somewhat easy,Maybe,No,No,Yes,Yes,No,,,,,,,Yes,No,"Yes, I think it would","Yes, I think they would",Very open,No,I don't know,Yes,Yes,Yes,1,Rarely,34,F,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","No, because it doesn't matter",N/A,Not applicable to me,,No,No,"Yes, I think it would","Yes, I think they would",Very open,No,I don't know,Maybe,Maybe,No,0,Not applicable to me,40,M,Always
0,26-100,1,,Yes,No,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,No,Yes,,,,,,,Maybe,No,"Yes, it has","No, I don't think they would",Somewhat open,"Yes, I experienced",No,Yes,Yes,Yes,1,Rarely,35,Male,Sometimes
0,6-25,1,,Yes,Yes,No,I don't know,No,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Very open,Maybe/Not sure,No,No,No,No,1,Never,44,Male,Sometimes
0,6-25,1,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"No, I don't think it would",Maybe,Very open,"Yes, I experienced",Yes,Yes,No,Yes,0,Sometimes,35,Genderfluid (born female),Sometimes
0,More than 1000,1,,No,N/A,No,No,I don't know,Very difficult,Yes,Maybe,No,No,No,Yes,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",No,No,No,No,0,Not applicable to me,45,m,Sometimes
0,More than 1000,0,1,Yes,Yes,I don't know,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,,,,,,,Yes,Yes,"No, I don't think it would","No, I don't think they would",Very open,No,No,Yes,Yes,Yes,1,Never,42,m,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,"Sometimes, if it comes up",No,Yes,1-25%,Maybe,Maybe,"Yes, it has",Maybe,Somewhat open,"Yes, I experienced",I don't know,Yes,Yes,Yes,0,Rarely,40,Male,Always
1,,,,,,,,,,,,,,,,0,"Yes, I know several","No, because it would impact me negatively",N/A,Yes,1-25%,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,N/A,No,Yes,No,Yes,1,Sometimes,50,F,Always
0,100-500,1,,Yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,Yes,Maybe,Maybe,No,1,Not applicable to me,36,Male,Always
1,,,,,,,,,,,,,,,,1,"Yes, I know several","Sometimes, if it comes up",I'm not sure,Yes,26-50%,Maybe,No,Maybe,Maybe,Very open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,31,female,Always
0,26-100,1,,I don't know,No,Yes,No,I don't know,Very easy,No,No,Yes,Yes,I don't know,No,,,,,,,Maybe,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat open,No,I don't know,Maybe,No,No,0,Not applicable to me,29,Male,Always
0,100-500,1,,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,I don't know,No,,,,,,,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Not open at all,No,No,No,No,No,0,Not applicable to me,37,Male,Never
0,26-100,1,,No,I am not sure,No,I don't know,Yes,Very difficult,Yes,Maybe,Maybe,Maybe,I don't know,No,,,,,,,No,No,"Yes, it has","No, I don't think they would",Neutral,Maybe/Not sure,I don't know,Yes,Yes,Yes,1,Sometimes,31,m,Sometimes
0,More than 1000,0,1,I don't know,No,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,N/A,No,No,No,No,0,Not applicable to me,42,Male,Always
0,500-1000,1,,Yes,Yes,No,I don't know,Yes,Somewhat easy,Maybe,Maybe,No,No,No,No,,,,,,,No,No,"Yes, I think it would",Maybe,Neutral,No,No,Maybe,No,No,0,Not applicable to me,25,Male,Sometimes
0,6-25,1,,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,,,,,,,Yes,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Sometimes,27,Male,Sometimes
0,More than 1000,0,1,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,Yes,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Very open,Maybe/Not sure,No,Yes,Yes,Yes,1,Sometimes,41,Female,Never
0,100-500,1,,Yes,Yes,No,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,No,I don't know,No,,,,,,,Yes,No,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,No,Yes,Yes,No,0,Rarely,41,Female,Sometimes
0,More than 1000,0,0,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Maybe,No,No,Yes,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),No,I don't know,No,No,No,1,Not applicable to me,55,F,Never
0,More than 1000,1,,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Maybe,No,No,,,,,,,Yes,Maybe,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,No,Yes,Yes,No,0,Not applicable to me,21,Male,Never
0,More than 1000,0,1,I don't know,I am not sure,Yes,No,I don't know,Very easy,Maybe,Maybe,No,Maybe,Yes,No,,,,,,,Maybe,Maybe,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,37,male,Never
0,More than 1000,0,1,I don't know,No,No,I don't know,Yes,Very easy,Maybe,Maybe,Maybe,Yes,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Not applicable to me (I do not have a mental illness),N/A,No,No,No,No,0,Not applicable to me,34,female,Sometimes
0,More than 1000,0,1,Yes,Yes,No,Yes,I don't know,I don't know,Maybe,No,No,No,I don't know,No,,,,,,,Maybe,No,Maybe,Maybe,Somewhat not open,No,I don't know,No,Maybe,No,0,Not applicable to me,40,Male,Never
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,No,Yes,1-25%,Yes,Yes,Maybe,"No, I don't think they would",Somewhat open,No,I don't know,Maybe,Maybe,No,0,Sometimes,25,male,Always
0,More than 1000,0,1,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat easy,Maybe,No,No,Maybe,I don't know,No,,,,,,,Yes,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,Maybe,No,0,Not applicable to me,36,male,Sometimes
0,26-100,1,,No,I am not sure,No,No,No,Somewhat easy,Maybe,Maybe,Yes,Maybe,No,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",No,No,Maybe,No,0,Sometimes,25,Male,Never
0,100-500,1,,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Yes,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,35,male,Always
0,6-25,1,,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,I don't know,Maybe,No,No,1,Not applicable to me,37,male,Always
0,More than 1000,0,1,Yes,No,No,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,No,Maybe,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,I don't know,Maybe,Maybe,No,0,Not applicable to me,45,Male,Sometimes
0,6-25,1,,No,N/A,No,No,No,Neither easy nor difficult,Maybe,Maybe,Yes,Yes,No,No,,,,,,,No,No,"Yes, it has",Maybe,Not open at all,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,26,Male,Never
0,26-100,1,,Yes,I am not sure,No,I don't know,Yes,Somewhat easy,Maybe,Maybe,Maybe,No,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,23,Male,Sometimes
0,26-100,1,,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,No,No,No,No,,,,,,,Maybe,Maybe,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,22,Female,Sometimes
0,26-100,1,,I don't know,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,I don't know,No,,,,,,,No,No,Maybe,"Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,46,Female,Always
0,6-25,1,,No,N/A,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Yes,Maybe,Maybe,Neutral,No,No,No,No,No,0,Not applicable to me,31,Male,Sometimes
0,100-500,1,,Yes,I am not sure,I don't know,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,"No, it has not","No, they do not",Very open,No,Yes,Maybe,Yes,Yes,1,Sometimes,27,Male,Always
0,6-25,1,,No,N/A,No,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Very open,No,I don't know,Maybe,No,No,0,Not applicable to me,37,male,Sometimes
0,100-500,1,,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,Yes,No,,,,,,,Maybe,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,37,Male,Never
0,1-5,1,,Not eligible for coverage / N/A,N/A,Yes,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,No,"Yes, I think it would","No, I don't think they would",Somewhat open,"Yes, I experienced",No,Yes,Maybe,Yes,1,Never,26,Other/Transfeminine,Sometimes
0,500-1000,1,,No,No,No,No,Yes,Very easy,No,No,Maybe,Yes,I don't know,No,,,,,,,No,No,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,Yes,No,No,No,1,Rarely,23,M,Never
0,26-100,1,,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Maybe,Maybe,Yes,No,,,,,,,Maybe,Maybe,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Rarely,40,Male,Never
0,1-5,1,,No,No,No,No,No,Somewhat easy,No,No,Maybe,Yes,No,No,,,,,,,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,29,M,Sometimes
0,100-500,1,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"No, I don't think it would","No, they do not",Somewhat open,No,I don't know,Yes,Yes,Yes,1,Sometimes,37,Male,Sometimes
0,100-500,1,,Yes,Yes,I don't know,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),Maybe/Not sure,Yes,Maybe,No,No,1,Not applicable to me,34,female,Never
0,More than 1000,1,,Yes,No,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"No, I don't think it would",Maybe,Very open,No,No,Yes,Yes,Yes,1,Rarely,40,male,Sometimes
0,500-1000,1,,Yes,No,No,I don't know,I don't know,Very easy,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,Yes,No,"Yes, I think it would","Yes, I think they would",Very open,Maybe/Not sure,No,Yes,Maybe,Yes,1,Never,39,Male,Sometimes
0,500-1000,1,,Yes,I am not sure,I don't know,Yes,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,Yes,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Rarely,28,Male,Always
1,,,,,,,,,,,,,,,,0,"Yes, I know several",Not applicable to me,N/A,Yes,26-50%,Maybe,Maybe,Maybe,"Yes, I think they would",Somewhat open,Maybe/Not sure,No,Maybe,Maybe,No,0,Not applicable to me,28,male,Sometimes
0,26-100,1,,No,No,No,No,I don't know,Neither easy nor difficult,No,No,No,No,I don't know,No,,,,,,,Maybe,No,Maybe,"No, I don't think they would",Somewhat not open,No,Yes,No,No,No,0,Not applicable to me,27,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,N/A,Unsure,,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,No,Maybe,Maybe,No,1,Not applicable to me,48,Male,Sometimes
0,More than 1000,1,,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,Maybe,Yes,Yes,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat open,"Yes, I observed",No,Yes,Yes,Yes,1,Sometimes,49,Female,Sometimes
0,26-100,1,,No,I am not sure,No,No,I don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,,,,,,,Yes,No,"Yes, I think it would",Maybe,Very open,No,I don't know,Yes,Yes,Yes,1,Sometimes,35,Male,Never
0,100-500,1,,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,Maybe,"No, they do not",Very open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,35,Male,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","Sometimes, if it comes up",Yes,Yes,26-50%,Yes,Maybe,Maybe,"No, I don't think they would",Not open at all,No,Yes,Yes,Yes,Yes,1,Often,38,Male,Always
0,500-1000,1,,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,No,Yes,Maybe,Yes,No,,,,,,,Yes,No,Maybe,Maybe,Neutral,Maybe/Not sure,Yes,Yes,No,Yes,1,Rarely,32,Male,Sometimes
0,More than 1000,1,,Yes,Yes,No,Yes,I don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,Yes,Yes,Yes,Yes,1,Sometimes,42,Male,Sometimes
0,100-500,1,,Yes,Yes,No,Yes,Yes,Somewhat difficult,Maybe,No,Maybe,Yes,Yes,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Maybe,No,1,Sometimes,33,female,Always
0,26-100,1,,I don't know,N/A,No,I don't know,Yes,Very easy,No,No,Yes,Yes,I don't know,No,,,,,,,Yes,Yes,"No, I don't think it would","No, I don't think they would",Very open,No,No,No,No,No,0,Not applicable to me,35,Male,Always
0,500-1000,1,,I don't know,No,No,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,Maybe,Maybe,No,0,Not applicable to me,24,M,Sometimes
0,500-1000,1,,Yes,Yes,No,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,No,Yes,,,,,,,No,Yes,Maybe,"No, they do not",Very open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,29,Female or Multi-Gender Femme,Sometimes
0,100-500,1,,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,Yes,Yes,No,,,,,,,Yes,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,Yes,Maybe,No,1,Sometimes,29,Male,Always
